XCoord,YCoord,order_,id,state,latitude,longitude,PD_year,PD_month,PD_day,PD_yday,NAME,P_Date
-95.363719,39.627749,1626,KS-8290-A-2016,KS,39.627749,-95.363719,2016,jun,3,155,Atchison,25-Apr
-97.217808,39.057528,1627,KS-8291-A-2016,KS,39.057528,-97.217808,2016,jun,14,166,Dickinson,25-Apr
-95.70606,37.873943,1628,KS-8292-A-2016,KS,37.873943,-95.70606,2016,may,14,135,Woodson,15-Apr
-95.368594,39.761806,1629,KS-8293-A-2016,KS,39.761806,-95.368594,2016,may,7,128,Brown,25-Apr
-94.911699,37.160872,1630,KS-8295-A-2016,KS,37.160872,-94.911699,2016,jun,5,157,Cherokee,15-Apr
-95.512373,39.57754,1634,KS-8298-A-2016,KS,39.57754,-95.512373,2016,jun,8,160,Atchison,25-Apr
-94.911699,37.160872,1635,KS-8298-B-2016,KS,37.160872,-94.911699,2016,jun,9,161,Cherokee,15-Apr
-95.486141,39.591083,1636,KS-8298-C-2016,KS,39.591083,-95.486141,2016,jun,10,162,Atchison,25-Apr
-95.550362,39.560323,1637,KS-8298-D-2016,KS,39.560323,-95.550362,2016,may,9,130,Atchison,25-Apr
-97.292284,39.063362,1638,KS-8299-B-2016,KS,39.063362,-97.292284,2016,jun,10,162,Dickinson,25-Apr
-97.256432,39.043222,1639,KS-8299-C-2016,KS,39.043222,-97.256432,2016,jun,9,161,Dickinson,25-Apr
-97.252236,39.049136,1640,KS-8299-D-2016,KS,39.049136,-97.252236,2016,jun,9,161,Dickinson,25-Apr
-94.938434,37.162817,1641,KS-8300-A-2016,KS,37.162817,-94.938434,2016,jun,10,162,Cherokee,15-Apr
-95.014611,37.248927,1642,KS-8300-B-2016,KS,37.248927,-95.014611,2016,jun,12,164,Cherokee,15-Apr
-95.047806,37.168012,1643,KS-8300-C-2016,KS,37.168012,-95.047806,2016,jun,12,164,Cherokee,15-Apr
-94.98464,37.129919,1644,KS-8300-D-2016,KS,37.129919,-94.98464,2016,jun,20,172,Cherokee,15-Apr
-95.028017,37.165827,1645,KS-8302-A-2016,KS,37.165827,-95.028017,2016,may,31,152,Cherokee,15-Apr
-95.039067,37.192036,1646,KS-8302-C-2016,KS,37.192036,-95.039067,2016,jun,2,154,Cherokee,15-Apr
-95.05896,37.154643,1647,KS-8302-D-2016,KS,37.154643,-95.05896,2016,jun,10,162,Cherokee,15-Apr
-98.224024,39.389628,1648,KS-8303-A-2016,KS,39.389628,-98.224024,2016,jun,7,159,Mitchell,25-Apr
-98.434353,39.389281,1649,KS-8303-B-2016,KS,39.389281,-98.434353,2016,jun,9,161,Mitchell,25-Apr
-98.43527,39.394959,1650,KS-8303-C-2016,KS,39.394959,-98.43527,2016,jun,9,161,Mitchell,25-Apr
-98.435896,39.399471,1651,KS-8303-D-2016,KS,39.399471,-98.435896,2016,jun,9,161,Mitchell,25-Apr
-97.021356,38.852628,1652,KS-8304-A-2016,KS,38.852628,-97.021356,2016,may,NA,NA,Dickinson,25-Apr
-97.023796,38.862294,1653,KS-8304-B-2016,KS,38.862294,-97.023796,2016,may,NA,NA,Dickinson,25-Apr
-97.014656,38.87481,1654,KS-8304-C-2016,KS,38.87481,-97.014656,2016,may,NA,NA,Dickinson,25-Apr
-95.514703,39.761725,1655,KS-8305-A-2015,KS,39.761725,-95.514703,2015,may,10,130,Brown,25-Apr
-95.484378,39.729658,1656,KS-8305-B-2015,KS,39.729658,-95.484378,2015,may,12,132,Brown,25-Apr
-95.45356,39.722947,1657,KS-8305-C-2015,KS,39.722947,-95.45356,2015,jun,26,177,Brown,25-Apr
-95.5117,39.736279,1658,KS-8305-D-2015,KS,39.736279,-95.5117,2015,jun,15,166,Brown,25-Apr
-95.720876,38.728774,1659,KS-8306-A-2015,KS,38.728774,-95.720876,2015,jun,10,161,Osage,15-Apr
-95.707141,38.725434,1660,KS-8306-B-2015,KS,38.725434,-95.707141,2015,jun,14,165,Osage,15-Apr
-95.712738,38.720452,1661,KS-8306-C-2015,KS,38.720452,-95.712738,2015,jun,13,164,Osage,15-Apr
-95.681768,38.722906,1662,KS-8306-D-2015,KS,38.722906,-95.681768,2015,jun,11,162,Osage,15-Apr
-97.647004,37.796734,1663,KS-8307-A-2015,KS,37.796734,-97.647004,2015,jun,4,155,Sedgwick,15-Apr
-97.023136,38.858409,1668,KS-8309-A-2015,KS,38.858409,-97.023136,2015,may,NA,NA,Dickinson,25-Apr
-97.024941,38.853312,1669,KS-8309-B-2015,KS,38.853312,-97.024941,2015,may,NA,NA,Dickinson,25-Apr
-97.017975,38.852119,1670,KS-8309-C-2015,KS,38.852119,-97.017975,2015,may,NA,NA,Dickinson,25-Apr
-94.954247,37.1456,1671,KS-8310-A-2015,KS,37.1456,-94.954247,2015,jun,5,156,Cherokee,15-Apr
-94.981569,37.155205,1672,KS-8310-B-2015,KS,37.155205,-94.981569,2015,jun,5,156,Cherokee,15-Apr
-95.02939,37.220592,1673,KS-8310-C-2015,KS,37.220592,-95.02939,2015,jun,10,161,Cherokee,15-Apr
-94.974066,37.190939,1674,KS-8310-D-2015,KS,37.190939,-94.974066,2015,jun,12,163,Cherokee,15-Apr
-95.44748318,39.73303466,1675,KS-8311-D-2015,KS,39.733035,-95.447483,2015,jun,15,166,Brown,25-Apr
-98.456239,39.527564,1676,KS-9042-A-2015,KS,39.527564,-98.456239,2015,jun,17,168,Mitchell,25-Apr
-98.348822,39.641655,1677,KS-9042-B-2015,KS,39.641655,-98.348822,2015,jun,3,154,Jewell,25-Apr
-98.371819,39.54929,1678,KS-9042-C-2015,KS,39.54929,-98.371819,2015,jun,22,173,Mitchell,25-Apr
-98.381806,39.650699,1679,KS-9042-D-2015,KS,39.650699,-98.381806,2015,jun,21,172,Jewell,25-Apr
-96.517493,39.974527,1680,KS-9043-A-2014,KS,39.974527,-96.517493,2014,may,10,130,Marshall,25-Apr
-96.516673,39.923789,1681,KS-9043-B-2014,KS,39.923789,-96.516673,2014,may,10,130,Marshall,25-Apr
-96.525078,39.973781,1682,KS-9043-C-2014,KS,39.973781,-96.525078,2014,may,8,128,Marshall,25-Apr
-96.534885,39.845947,1683,KS-9043-D-2014,KS,39.845947,-96.534885,2014,may,9,129,Marshall,25-Apr
-96.50771,39.925074,1684,KS-9044-A-2015,KS,39.925074,-96.50771,2015,jul,1,182,Marshall,25-Apr
-96.512793,39.97501,1685,KS-9044-B-2015,KS,39.97501,-96.512793,2015,jun,10,161,Marshall,25-Apr
-96.589045,39.977313,1686,KS-9044-C-2015,KS,39.977313,-96.589045,2015,jun,22,173,Marshall,25-Apr
-96.526525,39.979778,1687,KS-9044-D-2015,KS,39.979778,-96.526525,2015,jun,29,180,Marshall,25-Apr
-96.71359,39.957297,1688,KS-9045-A-2015,KS,39.957297,-96.71359,2015,jun,7,158,Marshall,25-Apr
-96.767005,39.96181,1689,KS-9045-B-2015,KS,39.96181,-96.767005,2015,jun,10,161,Marshall,25-Apr
-96.734832,39.982416,1690,KS-9045-C-2015,KS,39.982416,-96.734832,2015,jun,8,159,Marshall,25-Apr
-96.732724,39.970576,1691,KS-9045-D-2015,KS,39.970576,-96.732724,2015,jun,8,159,Marshall,25-Apr
-95.158107,39.436049,1692,KS-9046-A-2014,KS,39.436049,-95.158107,2014,may,18,138,Atchison,25-Apr
-95.10901,39.421081,1693,KS-9046-B-2014,KS,39.421081,-95.10901,2014,may,29,149,Atchison,25-Apr
-95.163848,39.43639,1694,KS-9046-D-2014,KS,39.43639,-95.163848,2014,may,21,141,Atchison,25-Apr
-95.442883,39.55431,1695,KS-9048-A-2014,KS,39.55431,-95.442883,2014,may,17,137,Atchison,25-Apr
-95.340113,39.560297,1696,KS-9049-A-2015,KS,39.560297,-95.340113,2015,jun,10,161,Atchison,25-Apr
-95.51813,39.97721,3417,NE-7031-B-2014,KS,39.97721,-95.51813,2014,may,20,140,Brown,25-Apr
-95.52286,39.98304,3420,NE-7032-A-2015,KS,39.98304,-95.52286,2015,jun,10,161,Brown,25-Apr
